country,location_name,latitude,longitude,last_updated,temperature_fahrenheit,wind_mph,humidity,cloud,uv_index
Somalia,Mogadishu,2.07,45.37,2024-06-22,82.9,23,79,100,7
South Africa,Pretoria,-25.75,28.19,2024-06-22,72.3,11.9,25,0,7
South Korea,Seoul,37.57,127,2024-06-22,75.7,2.5,89,100,1
Sudan,Juba,12.15,24.45,2024-06-22,99.7,4.3,22,27,9
Spain,Madrid,40.4,-3.68,2024-06-22,88.2,12.5,21,0,8
Sri Lanka,Colombo,6.93,79.85,2024-06-22,82.6,13.6,84,75,1
Sudan,Khartoum,15.59,32.53,2024-06-22,107,16.1,19,9,10
Suriname,Paramaribo,5.83,-55.17,2024-06-22,80.8,2.5,84,50,7
Sweden,Stockholm,59.33,18.05,2024-06-22,64.4,13.6,45,0,3
Switzerland,Bern,46.92,7.47,2024-06-22,55.9,2.2,94,75,3
Syria,Damascus,33.5,36.3,2024-06-22,93.4,23,22,0,8
Tajikistan,Dushanbe,38.56,68.77,2024-06-22,90,2.2,36,0,6
Tanzania,Dodoma,-6.18,35.75,2024-06-22,80.8,7.4,32,29,8
Thailand,Bangkok,13.75,100.52,2024-06-22,88.3,9.4,71,25,1
Timor-Leste,Dili,-8.56,125.57,2024-06-22,74.8,7.4,73,5,1
Vietnam,Ban Lom,21.13,104.7,2024-06-22,79.6,3.1,97,54,1
Tonga,Nuku`Aloia,-21.13,-175.2,2024-06-23,69.8,9.4,69,25,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-06-22,86,8.1,79,25,6
Tunisia,Tunis,36.8,10.18,2024-06-22,88,17.4,33,25,8
Turkey,Ankara,39.93,32.86,2024-06-22,90.1,10.5,14,0,8
Turkmenistan,Ashgabat,37.95,58.38,2024-06-22,93.9,11.9,30,75,9
Tuvalu,Funafuti,-8.52,179.22,2024-06-23,77.2,4.3,100,100,1
Uganda,Kampala,0.32,32.57,2024-06-22,79.5,13.6,58,25,6
Ukraine,Kyiv,50.43,30.52,2024-06-22,81.1,4.7,43,5,7
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-06-22,98.6,11.9,64,0,8
United Kingdom,London,51.52,-0.11,2024-06-22,66.4,11.9,56,75,5
United States of America,Washington Harbor,48.08,-123.04,2024-06-22,54.3,8.1,85,0,3
Uruguay,Montevideo,-34.86,-56.17,2024-06-22,62.8,4.3,100,100,5
Uzbekistan,Tashkent,41.32,69.25,2024-06-22,99,4.3,16,0,9
Vanuatu,Port Vila,-17.73,168.32,2024-06-23,74.7,13.9,73,96,1
Venezuela,Caracas,10.5,-66.92,2024-06-22,80.8,3.8,89,50,6
Yemen,Sanaa,15.35,44.21,2024-06-22,84.9,18.8,10,7,7
Zambia,Lusaka,-15.42,28.28,2024-06-22,74.6,9.2,30,11,7
Zimbabwe,Harare,-17.82,31.04,2024-06-22,72.7,6.5,23,5,7
Afghanistan,Kabul,34.52,69.18,2024-06-23,80.6,16.1,19,8,7
Albania,Tirana,41.33,19.82,2024-06-23,89.6,10.5,63,0,7
Algeria,Algiers,36.76,3.05,2024-06-23,82.9,13.6,45,50,7
Andorra,Andorra La Vella,42.5,1.52,2024-06-23,65.2,7.2,35,4,5
Angola,Luanda,-8.84,13.23,2024-06-23,77,11.9,74,25,7
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-06-23,84.7,8.1,84,75,6
Argentina,Buenos Aires,-34.59,-58.67,2024-06-23,54,5.6,67,0,5
Armenia,Yerevan,40.18,44.51,2024-06-23,91.8,5.6,16,25,8
Australia,Canberra,-35.28,149.22,2024-06-23,30.6,2.2,100,0,1
Austria,Vienna,48.2,16.37,2024-06-23,79.2,13.6,42,25,7
Azerbaijan,Baku,40.4,49.88,2024-06-23,86.5,13.6,46,0,7
Bahamas,Nassau,25.08,-77.35,2024-06-23,82.4,8.1,84,75,6
Bahrain,Manama,26.24,50.58,2024-06-23,100.6,9.4,42,0,9
Bangladesh,Dhaka,23.72,90.41,2024-06-23,88.5,11.9,67,15,1
Barbados,Bridgetown,13.1,-59.62,2024-06-23,84.7,13.6,84,50,6
Belarus,Minsk,53.9,27.57,2024-06-23,68.2,13.6,68,75,5
Belgium,Brussels,50.83,4.33,2024-06-23,71.8,3.8,61,50,5
Belize,Belmopan,17.25,-88.77,2024-06-23,84.6,4.3,89,50,5
Benin,Porto-Novo,6.48,2.62,2024-06-23,86.2,15,75,50,6
Bhutan,Thimphu,27.48,89.6,2024-06-23,57.6,3.6,96,55,1
Bolivia,Sucre,-19.04,-65.26,2024-06-23,59.8,4.3,12,0,6
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-06-23,82.4,15,58,50,6
Botswana,Gaborone,-24.65,25.91,2024-06-23,71.6,12.5,29,0,7
Brazil,Bras,-2.08,-58.17,2024-06-23,85.9,4,63,12,8
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-06-23,80.8,2.2,94,75,1
Bulgaria,Sofia,42.68,23.32,2024-06-23,91.8,12.5,30,25,7
Burkina Faso,Ouagadougou,12.37,-1.52,2024-06-23,95.5,6.9,53,25,9
Burundi,Bujumbura,-3.38,29.36,2024-06-23,72.6,1841.2,52,25,7
Madagascar,Ivory,-24.37,46.45,2024-06-23,77.3,5.6,41,38,8
Cape Verde,Praia,14.93,-23.51,2024-06-23,82.9,23,55,25,6
Cambodia,Phnom Penh,11.55,104.92,2024-06-23,82.6,8.1,79,50,1
Cameroon,Ngaoundere,7.32,13.58,2024-06-23,77.7,2.2,71,83,6
Canada,Ottawa,45.42,-75.7,2024-06-23,68.4,4.3,100,100,4
Central African Republic,Bangui,4.37,18.58,2024-06-23,91.6,2.9,44,17,8
Chad,N'djamena,12.11,15.05,2024-06-23,102.4,17.4,36,0,9
Chile,Santiago,-33.45,-70.67,2024-06-23,41,3.8,100,75,4
China,Beijing,39.93,116.39,2024-06-23,81,6.9,34,0,1
Bulgaria,Bogot,43.32,24.7,2024-06-23,95.1,6.9,22,22,9
Comoros,Moroni,-11.7,43.24,2024-06-23,77.3,18.3,70,72,7
Congo,Brazzaville,-4.26,15.28,2024-06-23,97.5,2.2,31,13,10
Costa Rica,San Ignacio,9.8,-84.17,2024-06-23,77.4,11.9,65,75,5
Croatia,Zagreb,45.8,16,2024-06-23,79,15,45,0,7
Cuba,Havana,23.13,-82.36,2024-06-23,77.4,4.3,94,75,6
Cyprus,Nicosia,35.17,33.37,2024-06-23,95.5,17.4,42,25,8
Czech Republic,Prague,50.08,14.47,2024-06-23,73.6,8.1,53,0,6
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-06-23,97.5,2.2,30,17,10
Denmark,Copenhagen,55.67,12.58,2024-06-23,68.5,12.5,56,75,5
Djibouti,Djibouti,11.6,43.15,2024-06-23,94.4,12.1,55,8,8
Dominica,Roseau,15.3,-61.4,2024-06-23,90.3,2.2,67,25,6
Dominican Republic,Santo Domingo,18.47,-69.9,2024-06-23,82.9,6.9,84,50,6
Ecuador,Quito,-0.22,-78.5,2024-06-23,53.1,3.4,67,29,5
Egypt,Cairo,30.05,31.25,2024-06-23,100.6,9.4,20,0,10
El Salvador,San Salvador,13.71,-89.2,2024-06-23,78.8,2.2,100,0,5
Equatorial Guinea,Malabo,3.75,8.78,2024-06-23,79.5,3.8,83,72,6
Eritrea,Asmara,15.33,38.93,2024-06-23,79.9,11.9,31,71,6
Estonia,Tallinn,59.43,24.73,2024-06-23,71.8,16.1,43,0,5
Swaziland,Mbabane,-26.32,31.13,2024-06-23,63.4,6.5,44,13,6
Ethiopia,Addis Ababa,9.03,38.7,2024-06-23,59.4,7.2,85,58,4
Fiji Islands,Suva,-18.13,178.42,2024-06-24,72.3,2.2,88,50,1
Finland,Helsinki,60.18,24.93,2024-06-23,73.9,13.6,38,0,5
France,Paris,48.87,2.33,2024-06-23,73.6,5.6,44,25,6
Gabon,Libreville,0.38,9.45,2024-06-23,81.5,10.3,71,14,7
Gambia,Banjul,13.45,-16.58,2024-06-23,93.9,8.1,50,0,7
Georgia,Tbilisi,41.73,44.79,2024-06-23,84.6,6.9,45,25,8
Germany,Berlin,52.52,13.4,2024-06-23,73.8,13.6,53,25,6
Ghana,Accra,5.55,-0.22,2024-06-23,81,11,76,83,6
Greece,Athens,37.98,23.72,2024-06-23,102.6,9.4,11,0,9
Grenada,Saint George's,12.05,-61.75,2024-06-23,84.6,13.6,84,25,6
Guatemala,Guatemala City,14.62,-90.53,2024-06-23,64.4,6.9,88,75,4
Guinea,Conakry,9.51,-13.71,2024-06-23,84.6,9.4,84,75,6
Guinea-Bissau,Bissau,11.85,-15.58,2024-06-23,90.1,4.3,67,75,6
Guyana,Georgetown,6.8,-58.17,2024-06-23,75.4,2.2,100,100,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-06-23,82.6,10.5,84,50,7
Vatican City,Vatican City,41.9,12.45,2024-06-23,75.2,10.5,61,50,7
Honduras,Tegucigalpa,14.1,-87.22,2024-06-23,66.2,3.8,94,75,6
Hungary,Budapest,47.5,19.08,2024-06-23,82.6,6.9,51,75,7
Iceland,Vestmannaeyjar,63.37,-20.21,2024-06-23,48.9,15,87,50,2
India,New Delhi,28.6,77.2,2024-06-23,91.6,4.3,59,75,1
Indonesia,Jakarta,-6.21,106.85,2024-06-23,84.7,2.2,66,25,1
Iran,Tehran,35.73,51.33,2024-06-23,91.6,6.9,15,75,8
Iraq,Baghdad,33.34,44.39,2024-06-23,113.2,5.6,10,50,10
Ireland,Dublin,53.33,-6.25,2024-06-23,64.9,9.4,64,25,6
Israel,Jerusalem,31.78,35.23,2024-06-23,88,12.5,63,25,7
Italy,Rome,41.9,12.48,2024-06-23,75.2,10.5,61,50,7
Jamaica,Port Royal,17.93,-76.85,2024-06-23,86.2,5.6,70,0,7
Japan,Tokyo,35.69,139.69,2024-06-23,73.6,2.2,89,50,1
Jordan,Amman,31.95,35.93,2024-06-23,88,6.9,36,25,7
Kazakhstan,Astana,51.18,71.43,2024-06-23,86.2,6.9,38,37,7
Kenya,Nairobi,-1.28,36.82,2024-06-23,72,10.5,46,75,7
Kiribati,Tarawa,-0.88,169.53,2024-06-24,83.5,8.3,73,49,1
Kuwait,Kuwait City,29.37,47.96,2024-06-23,113.7,6.9,11,0,10
Kyrghyzstan,Bishkek,42.87,74.6,2024-06-23,88.1,10.1,28,82,7
Indonesia,Laos,-8.18,114.32,2024-06-23,68,4.9,92,59,1
Latvia,Riga,56.95,24.1,2024-06-23,66.9,3.8,88,100,4
Lebanon,Beirut,33.87,35.51,2024-06-23,86.2,12.5,70,50,7
Lesotho,Maseru,-29.32,27.48,2024-06-23,64.7,2.2,26,0,6
Liberia,Monrovia,6.31,-10.8,2024-06-23,82.4,11.9,84,75,6
Thailand,Nan,18.78,100.78,2024-06-23,86.2,2.2,89,50,1
Liechtenstein,Vaduz,47.13,9.52,2024-06-23,63.1,2.2,77,75,3
Lithuania,Vilnius,54.68,25.32,2024-06-23,64.8,12.5,73,75,4
Luxembourg,Luxembourg,49.61,6.13,2024-06-23,68.5,2.2,64,75,5
Madagascar,Antananarivo,-18.92,47.52,2024-06-23,62.8,9.4,72,50,5
Malawi,Lilongwe,-13.98,33.78,2024-06-23,68,15,49,75,8
Malaysia,Kuala Lumpur,3.17,101.7,2024-06-23,86.7,8.1,70,25,1
Maldives,Dhidhdhoo,6.88,73.1,2024-06-23,83.4,17.9,81,68,6
Mali,Bamako,12.65,-8,2024-06-23,93.7,8.1,50,25,9
Malta,Valletta,35.9,14.51,2024-06-23,84.4,18.6,45,0,6
Marshall Islands,Majuro,7.1,171.38,2024-06-24,83.1,5.6,84,75,1
Mauritania,Nouakchott,18.09,-15.98,2024-06-23,82.7,10.7,54,10,7
Mauritius,Port Louis,-20.16,57.5,2024-06-23,75.6,15,74,50,6
Mexico,Mexico City,19.43,-99.13,2024-06-23,61.3,2.2,88,75,1
Micronesia,Palikir,6.92,158.15,2024-06-24,84.4,6.9,79,100,1
Iran,Chi Chi Khvar,36.26,46.59,2024-06-23,90.1,17.2,13,100,7
Monaco,Monaco,43.73,7.42,2024-06-23,73.6,8.1,65,75,5
Mongolia,Ulaanbaatar,47.92,106.92,2024-06-23,61.3,2.2,72,50,1
Montenegro,Podgorica,42.44,19.26,2024-06-23,95.5,6.9,37,0,8
Morocco,Rabat,34.03,-6.84,2024-06-23,83.1,9.4,51,0,7
Mozambique,Maputo,-25.97,32.59,2024-06-23,75.7,12.5,57,50,6
Myanmar,Yangon,16.78,96.17,2024-06-23,80.8,2.5,94,100,1
Namibia,Windhoek,-22.57,17.08,2024-06-23,72.1,4.3,22,0,7
Turkey,Yaren,39.55,27.62,2024-06-23,90.3,16.1,36,0,8
Nepal,Kathmandu,27.72,85.32,2024-06-23,79.5,10.5,74,75,1
Netherlands,Amsterdam,52.37,4.89,2024-06-23,73.6,12.5,53,25,6
New Zealand,Wellington,-41.3,174.78,2024-06-24,48.7,3.8,100,75,1
Nicaragua,Managua,12.15,-86.27,2024-06-23,79.2,2.2,100,50,7
Niger,Niamey,13.52,2.12,2024-06-23,101.1,13.6,33,25,9
Nigeria,Abuja,9.18,7.18,2024-06-23,90,5.6,63,75,7
North Korea,Pyongyang,39.02,125.75,2024-06-23,69.6,3.4,87,4,1
Macedonia,Skopje,42,21.43,2024-06-23,91.8,2.2,49,50,9
Norway,Oslo,59.92,10.75,2024-06-23,55.8,26.6,77,0,6
Oman,Muscat,23.61,58.59,2024-06-23,93.7,8.1,75,25,8
Pakistan,Islamabad,33.7,73.17,2024-06-23,100.3,12.3,20,4,9
Palau,Koror,7.33,134.48,2024-06-23,80.8,2.2,79,100,1
Bolivia,National,-11.18,-67.08,2024-06-23,83,3.4,50,8,8
Panama,Panama City,8.97,-79.53,2024-06-23,78.8,2.2,89,25,7
Papua New Guinea,Port Moresby,-9.46,147.19,2024-06-23,77.2,11.9,94,75,1
Paraguay,Aurora,-23.43,-61.33,2024-06-23,77.6,2.2,60,10,8
Peru,Lima,-12.05,-77.05,2024-06-23,62.1,3.8,82,70,5
Philippines,Manila,14.6,120.98,2024-06-23,81,8.1,100,100,1
Poland,Warsaw,52.25,21,2024-06-23,68.4,15,56,75,6
Portugal,Lisbon,38.72,-9.13,2024-06-23,84.7,13.6,43,25,7
Qatar,Doha,25.29,51.53,2024-06-23,106,8.1,22,0,9
Romania,Bucharest,44.43,26.1,2024-06-23,93.4,9.4,25,0,9
Russia,Moscow,55.75,37.62,2024-06-23,71.6,9.4,41,0,6
Rwanda,Kigali,-1.95,30.06,2024-06-23,79,9.4,42,50,8
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024-06-23,84.7,9.4,84,25,6
Saint Lucia,Castries,14,-61,2024-06-23,88.2,13.6,75,75,6
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024-06-23,86.5,19.2,79,75,6
Samoa,Apia,-13.83,-171.73,2024-06-24,75.6,5.6,89,25,1
San Marino,San Marino,43.93,12.45,2024-06-23,73.9,6.9,65,50,6
Belgium,'S Gravenjansdijk,51.25,3.63,2024-06-23,75.6,9.4,54,0,5
Saudi Arabia,Riyadh,24.64,46.77,2024-06-23,113.4,9.4,4,0,10
Senegal,Dakar,14.67,-17.44,2024-06-23,84.7,9.4,70,50,6
Serbia,Belgrade,44.8,20.47,2024-06-23,84.6,5.6,58,75,7
Seychelles Islands,Victoria,-4.62,55.45,2024-06-23,82.9,15,70,50,8
Sierra Leone,Freetown,8.49,-13.23,2024-06-23,84.7,9.4,79,75,6
Singapore,Singapore,1.29,103.86,2024-06-23,84.6,3.8,70,75,1
Slovakia,Bratislava,48.15,17.12,2024-06-23,81,16.1,37,0,7
Slovenia,Ljubljana,46.06,14.51,2024-06-23,77.7,11.9,47,75,6
Solomon Islands,Honiara,-9.43,159.95,2024-06-24,78.2,8.7,89,74,1
Somalia,Mogadishu,2.07,45.37,2024-06-23,75.4,25.5,94,100,6
South Africa,Pretoria,-25.75,28.19,2024-06-23,68.4,6.9,30,0,7
South Korea,Seoul,37.57,127,2024-06-23,77.4,4.3,79,100,1
Sudan,Juba,12.15,24.45,2024-06-23,95.1,13,34,13,9
Spain,Madrid,40.4,-3.68,2024-06-23,86.2,2.2,35,25,8
Sri Lanka,Colombo,6.93,79.85,2024-06-23,82.8,11.9,84,50,1
Sudan,Khartoum,15.59,32.53,2024-06-23,103.9,12.5,21,10,9
Suriname,Paramaribo,5.83,-55.17,2024-06-23,84.4,4.3,79,50,6
Sweden,Stockholm,59.33,18.05,2024-06-23,70.3,6.9,53,25,4
Switzerland,Bern,46.92,7.47,2024-06-23,62.6,4.3,72,75,4
Syria,Damascus,33.5,36.3,2024-06-23,93.6,20.6,25,25,8
Tajikistan,Dushanbe,38.56,68.77,2024-06-23,86.2,13.6,33,50,5
Tanzania,Dodoma,-6.18,35.75,2024-06-23,79.9,9.4,31,11,8
Thailand,Bangkok,13.75,100.52,2024-06-23,90.3,13.6,56,25,1
Timor-Leste,Dili,-8.56,125.57,2024-06-23,75.7,5.8,78,24,1
Vietnam,Ban Lom,21.13,104.7,2024-06-23,78.6,3.6,95,83,1
Tonga,Nuku`Aloia,-21.13,-175.2,2024-06-24,70.3,8.1,73,75,1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024-06-23,84.4,4.3,84,25,7
Tunisia,Tunis,36.8,10.18,2024-06-23,88,18.6,41,50,7
Turkey,Ankara,39.93,32.86,2024-06-23,93.2,8.1,11,0,8
Turkmenistan,Ashgabat,37.95,58.38,2024-06-23,91.6,9.4,28,75,7
Tuvalu,Funafuti,-8.52,179.22,2024-06-24,81.3,2.2,94,100,1
Uganda,Kampala,0.32,32.57,2024-06-23,79.3,17.4,58,25,7
Ukraine,Kyiv,50.43,30.52,2024-06-23,71.3,7.4,75,74,5
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-06-23,106.5,10.5,32,0,8
United Kingdom,London,51.52,-0.11,2024-06-23,71.8,5.6,57,75,6
United States of America,Washington Harbor,48.08,-123.04,2024-06-23,52.3,12.5,97,100,3
Uruguay,Montevideo,-34.86,-56.17,2024-06-23,54.1,13.6,77,75,4
Uzbekistan,Tashkent,41.32,69.25,2024-06-23,90,16.1,32,25,9
Vanuatu,Port Vila,-17.73,168.32,2024-06-24,74.9,8.9,80,88,1
Venezuela,Caracas,10.5,-66.92,2024-06-23,73.6,2.7,79,80,5
Vietnam,Hanoi,21.03,105.85,2024-06-23,86.2,8.1,79,0,1
Yemen,Sanaa,15.35,44.21,2024-06-23,84.8,13.6,14,82,6
Zambia,Lusaka,-15.42,28.28,2024-06-23,73.2,10.7,34,11,7
Zimbabwe,Harare,-17.82,31.04,2024-06-23,72.2,8.9,29,14,7
Afghanistan,Kabul,34.52,69.18,2024-06-24,79.7,13.6,27,4,7
Albania,Tirana,41.33,19.82,2024-06-24,91.6,6.9,53,25,7
Algeria,Algiers,36.76,3.05,2024-06-24,80.6,21.7,48,25,6
Andorra,Andorra La Vella,42.5,1.52,2024-06-24,70.4,2.2,38,8,6
Angola,Luanda,-8.84,13.23,2024-06-24,77.1,11.6,70,2,8
Antigua and Barbuda,Saint John's,17.12,-61.85,2024-06-24,82.9,5.6,89,50,6
Argentina,Buenos Aires,-34.59,-58.67,2024-06-24,45,5.6,81,0,4
Armenia,Yerevan,40.18,44.51,2024-06-24,97.5,9.4,21,25,8
Australia,Canberra,-35.28,149.22,2024-06-24,32.5,2.2,100,25,1
Austria,Vienna,48.2,16.37,2024-06-24,77.5,11.9,47,25,7
Azerbaijan,Baku,40.4,49.88,2024-06-24,86.5,13.6,40,0,7
Bahamas,Nassau,25.08,-77.35,2024-06-24,79.3,9.4,89,75,6
Bahrain,Manama,26.24,50.58,2024-06-24,101.1,9.4,45,0,9
Bangladesh,Dhaka,23.72,90.41,2024-06-24,88.8,10.1,67,51,1
Barbados,Bridgetown,13.1,-59.62,2024-06-24,78.8,17.4,94,75,6
Belarus,Minsk,53.9,27.57,2024-06-24,66.9,9.4,78,75,5
Belgium,Brussels,50.83,4.33,2024-06-24,77.4,3.8,47,0,6
Belize,Belmopan,17.25,-88.77,2024-06-24,77.4,3.8,100,25,5
Benin,Porto-Novo,6.48,2.62,2024-06-24,88.3,12.5,71,50,7
Bhutan,Thimphu,27.48,89.6,2024-06-24,58.1,2.5,96,55,1
Bolivia,Sucre,-19.04,-65.26,2024-06-24,42.8,9.4,39,0,5
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024-06-24,88,10.5,43,50,5
Botswana,Gaborone,-24.65,25.91,2024-06-24,68.2,10.5,40,75,7
Brazil,Bras,-2.08,-58.17,2024-06-24,85.5,3.1,64,16,8
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-06-24,82.9,2.2,94,75,1
Bulgaria,Sofia,42.68,23.32,2024-06-24,88,10.5,31,0,6
Burkina Faso,Ouagadougou,12.37,-1.52,2024-06-24,81.3,19.2,70,25,9
Burundi,Bujumbura,-3.38,29.36,2024-06-24,86.2,20.6,35,25,7
Madagascar,Ivory,-24.37,46.45,2024-06-24,72.2,8.5,53,17,7
Cape Verde,Praia,14.93,-23.51,2024-06-24,81.1,19.2,58,25,6
Cambodia,Phnom Penh,11.55,104.92,2024-06-24,82.9,5.6,84,75,1
Cameroon,Ngaoundere,7.32,13.58,2024-06-24,82.3,2.7,51,83,6
Canada,Ottawa,45.42,-75.7,2024-06-24,61.3,11.9,82,100,3
Central African Republic,Bangui,4.37,18.58,2024-06-24,92.5,2.2,39,23,8
Chad,N'djamena,12.11,15.05,2024-06-24,88.3,9.4,63,0,9
Chile,Santiago,-33.45,-70.67,2024-06-24,44.6,2.2,81,100,3
China,Beijing,39.93,116.39,2024-06-24,79.2,4.3,39,0,1
Bulgaria,Bogot,43.32,24.7,2024-06-24,94,9.4,21,4,8
Comoros,Moroni,-11.7,43.24,2024-06-24,77.5,18.8,76,81,7
Congo,Brazzaville,-4.26,15.28,2024-06-24,97.4,2.2,32,16,10
Costa Rica,San Ignacio,9.8,-84.17,2024-06-24,70.2,8.1,88,75,5
Croatia,Zagreb,45.8,16,2024-06-24,79.5,12.5,51,0,7
Cuba,Havana,23.13,-82.36,2024-06-24,79.3,2.2,84,25,7
Cyprus,Nicosia,35.17,33.37,2024-06-24,97.5,13.6,37,25,8
Czech Republic,Prague,50.08,14.47,2024-06-24,73.6,4.3,44,0,6
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-06-24,97.3,2.2,31,18,10
Israel,Jerusalem,31.78,35.23,2024-07-02,90.1,12.5,56,25,7
Denmark,Copenhagen,55.67,12.58,2024-06-24,66.7,11.9,73,75,5
Djibouti,Djibouti,11.6,43.15,2024-06-24,94,13.9,53,9,8
Dominica,Roseau,15.3,-61.4,2024-06-24,86.7,6.9,70,25,6
Dominican Republic,Santo Domingo,18.47,-69.9,2024-06-24,84.7,6.9,79,50,7
Ecuador,Quito,-0.22,-78.5,2024-06-24,53,4.3,42,15,5
Egypt,Cairo,30.05,31.25,2024-06-24,102.7,11.9,19,0,10
Equatorial Guinea,Malabo,3.75,8.78,2024-06-24,84.9,10.5,84,75,6
Eritrea,Asmara,15.33,38.93,2024-06-24,77.9,9.4,38,81,6
Estonia,Tallinn,59.43,24.73,2024-06-24,72,9.4,38,0,5
Swaziland,Mbabane,-26.32,31.13,2024-06-24,67.2,7.4,35,5,6
Fiji Islands,Suva,-18.13,178.42,2024-06-25,75.4,3.8,83,75,1
Finland,Helsinki,60.18,24.93,2024-06-24,73.6,15,47,0,5
France,Paris,48.87,2.33,2024-06-24,79.3,8.1,45,0,6
Gabon,Libreville,0.38,9.45,2024-06-24,80.8,9.2,72,59,7
Gambia,Banjul,13.45,-16.58,2024-06-24,90.3,9.4,63,75,7
Georgia,Tbilisi,41.73,44.79,2024-06-24,88,8.1,46,0,8
Germany,Berlin,52.52,13.4,2024-06-24,75.4,2.2,47,0,7
Ghana,Accra,5.55,-0.22,2024-06-24,88,12.5,66,25,7
Greece,Athens,37.98,23.72,2024-06-24,93.7,10.5,30,0,8
Grenada,Saint George's,12.05,-61.75,2024-06-24,82.6,5.6,84,25,6
Guatemala,Guatemala City,14.62,-90.53,2024-06-24,66.7,2.2,88,75,4
Guinea,Conakry,9.51,-13.71,2024-06-24,84.6,6.9,79,50,6
Guinea-Bissau,Bissau,11.85,-15.58,2024-06-24,88,4.3,71,75,7
Guyana,Georgetown,6.8,-58.17,2024-06-24,79.2,2.2,94,75,6
Haiti,Port-Au-Prince,18.54,-72.34,2024-06-24,84.9,5.6,75,50,7
Vatican City,Vatican City,41.9,12.45,2024-06-24,80.6,12.5,51,37,7
Honduras,Tegucigalpa,14.1,-87.22,2024-06-24,70.5,2.2,88,50,6
Hungary,Budapest,47.5,19.08,2024-06-24,86,2.2,33,0,7
Iceland,Vestmannaeyjar,63.37,-20.21,2024-06-24,50.7,16.1,82,50,2
India,New Delhi,28.6,77.2,2024-06-24,88,4.3,79,75,1
Indonesia,Jakarta,-6.21,106.85,2024-06-24,82.8,8.1,79,25,1
Iran,Tehran,35.73,51.33,2024-06-24,81.1,11.9,37,75,8
Iraq,Baghdad,33.34,44.39,2024-06-24,108,12.5,11,0,10
Ireland,Dublin,53.33,-6.25,2024-06-24,73.8,6.9,65,75,5
Israel,Jerusalem,31.78,35.23,2024-06-24,90,12.5,52,0,7
Italy,Rome,41.9,12.48,2024-06-24,80.6,12.5,51,37,7
Jamaica,Port Royal,17.93,-76.85,2024-06-24,88.2,4.3,63,0,7
Japan,Tokyo,35.69,139.69,2024-06-24,77,15,83,0,1
Jordan,Amman,31.95,35.93,2024-06-24,91.8,16.1,30,0,8
Kazakhstan,Astana,51.18,71.43,2024-06-24,81.1,13.6,42,50,6
Kenya,Nairobi,-1.28,36.82,2024-06-24,73.9,10.5,47,75,7
Kiribati,Tarawa,-0.88,169.53,2024-06-25,84.2,16.8,76,64,1
Kuwait,Kuwait City,29.37,47.96,2024-06-24,114.3,5.6,11,0,10
Kyrghyzstan,Bishkek,42.87,74.6,2024-06-24,66.2,7.2,80,77,4
Indonesia,Laos,-8.18,114.32,2024-06-24,69,4.3,92,83,1
Latvia,Riga,56.95,24.1,2024-06-24,70.3,10.5,64,25,6
Lebanon,Beirut,33.87,35.51,2024-06-24,86.7,9.4,66,25,7
Lesotho,Maseru,-29.32,27.48,2024-06-24,63.2,2.2,24,0,6
Liberia,Monrovia,6.31,-10.8,2024-06-24,84.4,9.4,84,75,6
Thailand,Nan,18.78,100.78,2024-06-24,84.6,4.3,84,50,1
Liechtenstein,Vaduz,47.13,9.52,2024-06-24,75.7,6.9,57,75,5
Lithuania,Vilnius,54.68,25.32,2024-06-24,68.2,8.1,68,75,5
Luxembourg,Luxembourg,49.61,6.13,2024-06-24,75.6,10.5,50,0,6
Madagascar,Antananarivo,-18.92,47.52,2024-06-24,64.8,13.6,64,50,4
Malawi,Lilongwe,-13.98,33.78,2024-06-24,76.7,4.9,30,29,7
Malaysia,Kuala Lumpur,3.17,101.7,2024-06-24,86.7,5.6,62,25,1
Maldives,Dhidhdhoo,6.88,73.1,2024-06-24,83.6,19.7,83,75,6
Mali,Bamako,12.65,-8,2024-06-24,97,8.1,50,25,9
Malta,Valletta,35.9,14.51,2024-06-24,81,9.4,66,0,7
Marshall Islands,Majuro,7.1,171.38,2024-06-25,84.2,4.3,79,100,1
Mauritania,Nouakchott,18.09,-15.98,2024-06-24,77.6,11.4,67,4,7
Mauritius,Port Louis,-20.16,57.5,2024-06-24,75.7,11.9,65,50,7
Mexico,Mexico City,19.43,-99.13,2024-06-24,61.2,2.2,88,100,1
Micronesia,Palikir,6.92,158.15,2024-06-25,79.2,3.8,84,100,1
Iran,Chi Chi Khvar,36.26,46.59,2024-06-24,85.2,16.8,14,0,7
Monaco,Monaco,43.73,7.42,2024-06-24,71.6,10.5,73,75,4
